Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Admission status,Closed
28787,Light Medical Centre- Junda,Light Medical Centre- Junda,46775,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,8,0,Mombasa,Kisauni,Kisauni,Junda,Operational,Admitting General & Maternity Patients,No
28784,Umoja Batpury Mukarara Clinic,Umoja Batpury Mukarara Clinic,018337,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,Muranga,Gatanga,Gatanga,Kihumbu-ini,Operational,Not Admitting Patients,No
28778,Kimandi Superlife Medical Clinic,Kimandi Superlife Medical Clinic,017311,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Muranga,Gatanga,Gatanga,Kariara,Operational,Not Admitting Patients,No
28788,Sintaan Dispensary,Sintaan Dispensary,0000,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Baringo,Baringo South,Marigat,Iichamus,Operational,Not Admitting Patients,No
28817,Myanga Dispensary,Myanga Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Bungoma,Bumula,Bumula,Kimaeti,Operational,Not Admitting Patients,No
28774,Nebo Hospital,Nebo Health Solutions Ltd,13517,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,6,0,Nyeri,Nyeri Town,Nyeri Central,Rware,Operational,Admitting General & Maternity Patients,No
28773,AL-UBEIDY HEALTHCARE CLINI,AL-UBEIDY HEALTHCARE CLINI,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Mombasa,Kisauni,Kisauni,Junda,Operational,Not Admitting Patients,No
28810,Jacol Medical Centre,Jacol Medical Centre,018626,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,1,0,Vihiga,Hamisi,Hamisi,Tambua,Operational,Not Admitting Patients,No
28795,Kinani Family Medical and Dental Care,Kinani Family Medical and Dental Care,004188,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,Not Admitting Patients,No
28793,Barika Medical Centre,Barika Medical Centre,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,None,12,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,Not Admitting Patients,No
28769,EQUITY-AFIA  MEDICAL CENTRE,EQUITY-AFIA  MEDICAL CENTRE,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,None,0,0,Muranga,Kiharu,Kiharu,Township,Operational,Not Admitting Patients,No
28803,Angani Medical Centre,Angani Medical Centre,016353,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,Nairobi,Mathare,Mathare,Mlango Kubwa,Operational,Not Admitting Patients,No
28792,WaterFront Clinic Limited,WaterFront Clinic Limited,005823,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Langata,Langata,Karen,Operational,Not Admitting Patients,No
28796,Equity Afia South B Medical Centre,Equity Afia South B Medical Centre,0184465,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi South,Operational,Not Admitting Patients,No
28791,Alkhair Medical Centre(Kibra),Alkhair Medical Centre,015362,Level 2,Medical Center,MEDICAL CENTER,Supreme Council for Kenya Muslims,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,Not Admitting Patients,No
28766,Kipsigak Junction medicare,Kipsigak Junction medicare,007093,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nandi,Emgwen,Emgwen,Kilibwoni,Operational,Not Admitting Patients,No
28762,Equity Afia Eldoret Medical Centre,Equity Afia Eldoret Medical Centre,018684,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Uasin Gishu,Ainabkoi,Ainabkoi,Kapsoya,Operational,Not Admitting Patients,No
28763,Utange Jamii Clinic,Utange Jamii Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Mombasa,Kisauni,Kisauni,Bamburi,Operational,Not Admitting Patients,No
28867,Suam Wema Medical Clinic,Suam Wema Medical Clinic,COC/F/740,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kilifi,Magarini,Magarini,Gongoni,Operational,Not Admitting Patients,No
28770,Halifax Medicare,Halifax Medicare,005609,Level 2,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,2,0,Kirinyaga,Ndia,Kirinyaga West,Kiine,Operational,Not Admitting Patients,No
28771,Oyombe Health Centre,Oyombe Health Centre,None,Level 2,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,4,0,Homa Bay,Karachuonyo,Karachuonyo,Kanyaluo,Operational,Not Admitting Patients,No
28772,Amwono Health Centre,Amwono Health Centre,None,Level 2,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,4,0,Homa Bay,Karachuonyo,Karachuonyo,Central,Operational,Not Admitting Patients,No
28767,Morning Star Ventures Limited-Medical Centre Katani,Morning Star Ventures Limited-Medical Centre Katani,018693,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice Lab Technician/Technologist,Private Practice,Kenya MPDB,0,0,Machakos,Mavoko,Athi River,Muthwani,Operational,Admitting Maternity Patients Only,No
28760,Onewaywise Health Services Limited,Onewaywise Health Services Limited,017679,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,9,2,Makueni,Makueni,Makueni,Wote,Operational,Admitting General & Maternity Patients,No
28768,Immam Medical Centre,Immam Medical Centre,COC/F/207,Level 2,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Nursing Council of Kenya (Private Practice),6,1,Kilifi,Kaloleni,Kaloleni,Mariakani,Operational,Not Admitting Patients,No
28752,AAR Healthcare Rongai,AAR Healthcare Rongai,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,None,0,0,Kajiado,Kajiado North,Kajiado North,Ongata Rongai,Operational,None,No
28757,Garlands  Medical Clinic Doctor's Plaza,Garlands  Medical Clinic Doctor's Plaza,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice- Pharmacist,Private Practice,None,0,0,Kajiado,Kajiado North,Kajiado North,Ongata Rongai,Operational,None,No
28750,Dr.Teeth Rongai Dental Care Limited - Makueni,Dr.Teeth Rongai Dental Care Limited - Makueni,016276,Level 2,Dental Clinic,STAND ALONE,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Makueni,Makueni,Makueni,Wote,Operational,None,No
28755,Omega Optician Rongai,Omega Optician Rongai,None,Level 2,Ophthalmology,STAND ALONE,Private Practice - General Practitioner,Private Practice,None,0,0,Kajiado,Kajiado North,Kajiado North,Ongata Rongai,Operational,None,No
28753,Malik Healthcare,Malik Healthcare,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,None,0,0,Kajiado,Kajiado North,Kajiado North,Ongata Rongai,Operational,None,No
28742,SWOP Majengo clinic,PHDA SWOP Majengo clinic,A3292,Level 2,Medical Center,MEDICAL CENTER,Non-Governmental Organizations,Non-Governmental Organizations,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Kamukunji,Kamukunji,Pumwani,Operational,None,No
28807,MATERA DISPENSARY,MATERA DISPENSARY,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Siaya,Rarieda,Rarieda,North Uyoma,Operational,None,No
28808,AGOK DISPENSARY,AGOK DISPENSARY,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Siaya,Rarieda,Rarieda,South Uyoma,Operational,None,No
28758,Kirambo Dispensary,Kirambo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,Homa Bay,Mbita,Mbita,Kasgunga,Operational,None,No
28759,Temo Health Centre,Temo Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,None,4,0,Homa Bay,Mbita,Mbita,Rusinga Island,Operational,None,No
28746,Arrow Dental Limited-Thika,Arrow Dental Limited,018722,Level 2,Dental Clinic,STAND ALONE,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Kiambu,Thika Town,Thika Town,Township,Operational,None,No
28747,Lankia Nursing Home & Dialysis Center,Lankia Nursing Home & Dialysis Center,None,Level 3,Nursing Homes,NURSING HOME,Private Practice- Pharmacist,Private Practice,None,17,2,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Admitting General & Maternity Patients,No
28748,Kaproret Dispensary (Bureti),Kaproret Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Kericho,Bureti,Bureti,Kisiara,Operational,None,No
28737,Kachero Dispensary,Kachero Dispensary,22319,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Taita Taveta,Taveta,Taveta,Mata,Operational,None,No
28809,Nakyma Meicare,Nakyma Medicare,52545,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Pharmacy & Poisons Board,1,1,Vihiga,Hamisi,Hamisi,Shiru,Operational,None,No
28740,Emurkea  Dispensary,Emurkea Dispensary,n/a,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,0,0,Kajiado,Kajiado West,Kajiado West,Iloodokilani,Non-Operational,None,No
28761,Kipsimbol Dispensary,Kipsimbol Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Bomet,Sotik,Sotik,Ndanai/Abosi,Operational,None,No
28725,waraderisma,waraderisma,none,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Other,2,2,Wajir,Wajir South,Wajir South,Diif,Non-Operational,None,No
28730,wel ari,wel ari,none,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,3,2,Wajir,Wajir South,Wajir South,Benane,Non-Operational,None,No
28919,Equinox  Farm Clinic,Equinox  Farm Clinic,4/1/6/58,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Laikipia,Laikipia North,Laikipia East,Umande,Operational,Not Admitting Patients,No
28741,Centrumberliner Medical Center,Centrumberliner Medical Center,015674,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Pharmacy & Poisons Board,4,0,Kajiado,Kajiado West,Kajiado West,Keekonyokie,Operational,None,No
28705,SOUL AFYA MEDI CENTRE,SOUL AFYA MEDI CENTRE,COC/F/740,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kiambu,Gatundu South,Gatundu South,Ngenda,Operational,None,No
28749,Josmed  Medical Clinic,Josmed  Clinic,BN/2012/154662,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,Kiambu,Kabete,Kabete,Uthiru,Operational,None,No
28706,Ngetunyo Dispensary,Ngetunyo Dispensary,250684,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kericho,Sigowet/Soin,Sigowet/Soin,Kaplelartet,Operational,None,No
28726,Cleansed Medical Clinic,Cleansed Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,None,0,0,Nakuru,Rongai,Rongai,Mosop,Operational,None,No
28712,Eastend Dental Clinic Ruiru,Eastend Dental Clinic Ruiru,017645,Level 2,Dental Clinic,STAND ALONE,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Kiambu,Ruiru,Ruiru,Biashara,Operational,None,No
28707,ST. Francis Mission Dispensary Suwerwa,ST. Francis Mission Dispensary Suwerwa,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,None,0,0,Trans Nzoia,Cherangany,Cherangany,Cherangany/Suwerwa,Operational,None,No
28743,Cleveland Health care Centre,Cleveland Health care centre,018522,Level 2,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,Kiambu,Thika Town,Thika Town,Township,Operational,None,No
28708,Biotisho health clinic narok,Biotisho health clinic narok,COC/F/740,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Narok,Narok North,Narok North,Narok Town,Operational,None,No
28714,Sasa Doctor Medical Clinic,Sasa Doctor Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,None,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,None,No
28715,St Thomas Maternity Hospital - Ferry Branch,St Thomas Maternity Hospital - Ferry Branch,None,Level 3,Comprehensive health Centre,HEALTH CENTRE,Private Practice - General Practitioner,Private Practice,None,30,4,Mombasa,Likoni,Likoni,Timbwani,Operational,Admitting General & Maternity Patients,No
28734,Lukenya University Medical Clinic ( Kbz E),Lukenya University Medical Clinic,018532,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,10,0,Makueni,Kibwezi East,Kibwezi East,Mtito Andei,Operational,Admitting General & Maternity Patients,No
28711,KAUTA GOODHOPE MEDICAL CLINIC,KAUTA GOODHOPE MEDICAL CLINIC,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,None,0,0,Trans Nzoia,Cherangany,Cherangany,Sinyerere,Operational,None,No
28716,Mwea Community Medical Centre,Mwea Community Medical Centre,018139,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,Kiambu,Ruiru,Ruiru,Mwiki,Operational,None,No
28739,Kabati Dispensary (YMCA),Kabati Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Nakuru,Naivasha,Naivasha,Viwandani,Operational,None,No
28710,Nadimer Care and Medics,Nadimer Care and Medics,018207,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,3,0,Machakos,Mavoko,Athi River,Syokimau/Mulolongo,Operational,None,No
28688,Makueni Healthcare Limited (Kambu),Makueni Healthcare Limited,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,None,2,0,Makueni,Kibwezi East,Kibwezi East,Ivingoni/Nzambani,Operational,None,No
28677,St. Florence Uzima Hospital,St. Florence Uzima Hospital,52594,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,12,0,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,Admitting General & Maternity Patients,No
28718,Saumed limited,Saumed Limited,006672,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Kiambu,Thika Town,Thika Town,Township,Operational,None,No
28736,Lake View Hospital,Lake View Hospital,018454,Level 4,Secondary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,250,6,Nakuru,Naivasha,Naivasha,Hellsgate,Operational,Admitting General & Maternity Patients,No
28728,Nyabiore Dispensary,Nyabiore Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kisii,Bomachoge Borabu,Bomachoge Borabu,Magenche,Operational,None,No
28678,Menich,Menich Family Health Services,004222,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,Nairobi,Embakasi East,Embakasi East,Upper Savannah,Operational,None,No
28691,Biga Dispensary,Biga Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Kwale,Msambweni,Msambweni,Kinondo,Operational,Not Admitting Patients,No
28692,Penda Medical Centre(kawangware),Penda Medical Centre(kawangware),None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,None,0,0,Nairobi,Dagoretti North,Dagoretti North,Kawangware,Operational,Not Admitting Patients,No
28681,Kinetic Dental and Eye clinic,Kinetic Dental and Eye clinic,52963,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Kirinyaga,Mwea,Kirinyaga South,Tebere,Operational,Not Admitting Patients,No
28687,Bayaan Nursing Home,Bayaan Nursing Home,018289,Level 3,Nursing Homes,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,20,12,Wajir,Wajir East,Wajir East,Township,Operational,Admitting General & Maternity Patients,No
28701,LaFemme HealthCare Clinic,LaFemme HealthCare Clinic,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,None,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,Not Admitting Patients,No
28682,Somcare Hospital LTD,Somcare Hospital LTD,018707,Level 3,Secondary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,17,6,Wajir,Wajir East,Wajir East,Township,Operational,Admitting General & Maternity Patients,No
28733,Samoya Dispensary,Samoya Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,2,0,Bungoma,Kanduyi,Kanduyi,Musikoma,Operational,Not Admitting Patients,No
28731,Nabukhisa Dispensary,Nabukhisa Dispensary,N/A,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,2,0,Bungoma,Kanduyi,Kanduyi,Marakaru/Tuuti,Operational,Not Admitting Patients,No
28689,CGTRH Mtongwe Outreach Centre,CGTRH Mtongwe Outreach Centre,None,Level 3,Comprehensive health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Kenya MPDB,18,10,Mombasa,Likoni,Likoni,Mtongwe,Operational,Admitting General & Maternity Patients,No
